image_size,orientations,pixels_per_cell,cells_per_block,preprocessing,feature_dim,accuracy,macro_precision,macro_recall,macro_f1,seconds
32x32,9,4x4,1x1,gray_clahe,576,0.9575163398692811,0.9427683525394793,0.937862669245648,0.9402614758621826,5.121940851211548
32x32,9,4x4,1x1,gray_clahe_blur,576,0.9673202614379085,0.9522591645353793,0.9608317214700194,0.9564141657304873,5.424053430557251
32x32,9,4x4,2x2,gray,1764,0.9869281045751634,0.984707637090882,0.9734848484848485,0.978826340425033,1.1022121906280518
32x32,9,4x4,2x2,gray_clahe,1764,0.9738562091503268,0.9713766625531332,0.9565602836879433,0.9633642753817603,2.896005392074585
32x32,9,4x4,2x2,gray_clahe_blur,1764,0.9771241830065359,0.9780416476029133,0.9603481624758221,0.9681470619646236,2.974196672439575
32x32,9,4x4,3x3,gray,2916,0.9934640522875817,0.9906636790439607,0.9886363636363636,0.9896324532515292,1.1911489963531494
32x32,9,4x4,3x3,gray_clahe,2916,0.9705882352941176,0.9590542749959877,0.946969696969697,0.9527002602660497,2.9551584720611572
32x32,9,4x4,3x3,gray_clahe_blur,2916,0.9771241830065359,0.9714379370629371,0.9641360412637009,0.967706119275843,1.6242053508758545
32x32,9,8x8,1x1,gray,144,0.9607843137254902,0.9420109710550887,0.9590586718246293,0.9497679554296393,0.4150209426879883
32x32,9,8x8,1x1,gray_clahe,144,0.9052287581699346,0.8738270756445985,0.8741940683430045,0.8739167619118571,0.7662200927734375
32x32,9,8x8,1x1,gray_clahe_blur,144,0.9117647058823529,0.8916809399530755,0.8833010960670535,0.8866986480331949,0.7945880889892578
32x32,9,8x8,2x2,gray,324,0.9575163398692811,0.9542953214759169,0.937862669245648,0.9457212599818726,0.9080746173858643
32x32,9,8x8,2x2,gray_clahe,324,0.934640522875817,0.930378547857559,0.89821083172147,0.9120675991282438,1.0551495552062988
32x32,9,8x8,2x2,gray_clahe_blur,324,0.9607843137254902,0.9456281565656566,0.939635718891038,0.9425340027589927,1.116182804107666
32x32,9,8x8,3x3,gray,324,0.9575163398692811,0.9529611013986015,0.9456802063185042,0.9492415094850317,0.8961811065673828
32x32,9,8x8,3x3,gray_clahe,324,0.934640522875817,0.9130518076148881,0.9057865892972276,0.9090099360509637,0.7885234355926514
32x32,9,8x8,3x3,gray_clahe_blur,324,0.9738562091503268,0.969302203173171,0.9585751128304321,0.9637050522833974,0.9137368202209473
32x32,9,16x16,1x1,gray,36,0.9215686274509803,0.9160347985347985,0.8772566086395873,0.8929296833766416,0.20447182655334473
32x32,9,16x16,1x1,gray_clahe,36,0.8300653594771242,0.784322269770031,0.7789329464861381,0.7813144149319093,0.45009660720825195
32x32,9,16x16,1x1,gray_clahe_blur,36,0.8660130718954249,0.849168125748323,0.8102836879432624,0.8230363334840947,0.457613468170166
